Wins,NetRtg,DRtg,ORtgSOS Rank,Losses,Conf,Team_Name,Winner
22,16.34,96.9,36,11,2,106,0.0
21,15.96,101.8,10,14,32,5,0.3333333333333333
26,15.78,94.5,159,6,20,165,0.0
25,15.76,90.1,6,10,5,124,0.0
22,15.43,92.6,43,11,2,149,0.0
30,15.12,101.6,151,5,10,40,0.0
24,15.01,98.1,48,10,1,31,0.16666666666666666
27,14.86,96.6,101,8,3,101,0.16666666666666666
21,14.75,97.5,20,14,2,103,0.16666666666666666
22,14.38,95.5,49,12,8,153,0.0
24,13.62,96.4,166,10,16,84,0.0
21,13.55,96.4,24,14,5,74,0.16666666666666666
26,12.29,102.0,154,7,22,162,0.0
26,11.96,93.3,100,11,20,140,0.16666666666666666
27,11.93,98.4,188,8,26,241,0.16666666666666666
23,11.55,96.2,82,13,3,30,0.0
22,11.2,102.0,51,12,5,245,0.0
27,10.23,93.0,93,8,8,29,0.16666666666666666
23,9.7,100.9,97,11,11,192,0.0
25,8.1,103.0,197,9,12,57,0.16666666666666666
23,6.9,96.0,246,13,19,55,0.0
24,6.52,90.4,212,8,13,169,0.0
23,5.67,100.7,267,11,27,180,0.0
21,5.23,103.3,291,10,15,240,0.0
17,5.18,97.0,123,14,25,246,0.0
24,4.7,100.6,317,8,23,216,0.0
23,4.04,105.1,221,10,28,247,0.0
24,1.49,100.6,284,11,31,209,0.0
23,0.99,99.1,309,12,30,243,0.0
20,0.76,101.3,138,16,18,54,0.0
21,-0.86,102.1,243,12,24,174,0.0
23,-0.98,103.3,281,9,17,248,0.0
22,-2.97,103.6,339,10,29,238,0.0
18,-4.04,108.4,200,17,14,113,0.0
37,35.21,85.7,8,3,1,25,1.0
38,31.51,86.5,62,2,21,71,0.8333333333333334
36,30.22,91.9,36,3,5,8,0.6666666666666666
35,29.94,88.1,6,4,32,68,0.6666666666666666
31,26.68,86.8,61,5,2,16,0.3333333333333333
28,26.4,89.9,9,6,5,6,0.16666666666666666
28,25.56,89.7,31,6,0,130,0.16666666666666666
27,25.41,87.7,28,9,0,146,0.5
31,25.09,95.5,29,7,1,23,0.5
26,24.32,90.8,12,9,32,35,0.3333333333333333
29,23.61,93.4,105,7,14,109,0.5
28,22.75,90.9,11,8,32,211,0.3333333333333333
31,22.17,94.0,4,5,3,4,0.3333333333333333
25,22.16,93.1,41,10,0,12,0.16666666666666666
30,22.05,95.2,34,7,8,69,0.5
24,22.03,91.9,5,10,5,18,0.0
28,21.46,98.5,101,5,11,42,0.0
26,21.29,93.3,24,11,0,70,0.3333333333333333
27,21.15,94.7,32,9,2,15,0.3333333333333333
30,19.97,96.2,133,4,20,165,0.16666666666666666
25,19.93,92.3,51,11,1,31,0.16666666666666666
27,19.91,96.6,44,10,0,83,0.16666666666666666
19,19.14,97.3,1,15,32,5,0.0
25,19.07,95.6,48,8,0,108,0.16666666666666666
25,19.05,95.5,147,8,6,11,0.0
21,18.9,95.3,38,12,1,72,0.16666666666666666
24,18.9,96.3,45,9,0,0,0.0
21,18.67,91.9,2,12,32,80,0.0
25,18.43,96.1,75,8,2,76,0.0
25,18.3,92.2,86,9,2,2,0.16666666666666666
23,16.77,91.5,35,11,3,30,0.16666666666666666
27,15.76,91.7,139,8,7,17,0.0
18,15.66,103.1,14,14,32,44,0.0
23,15.38,97.1,70,11,5,75,0.16666666666666666
23,15.19,96.2,25,12,3,73,0.16666666666666666
21,14.82,100.9,64,11,1,14,0.0
25,14.66,94.6,174,7,6,19,0.0
29,14.6,97.3,176,7,12,57,0.3333333333333333
23,14.47,95.1,30,12,1,105,0.16666666666666666
21,14.32,100.8,63,13,8,188,0.0
22,14.21,95.0,15,13,0,99,0.3333333333333333
27,13.71,96.5,131,8,7,221,0.16666666666666666
28,13.04,94.8,166,7,19,87,0.0
26,12.65,99.6,49,8,3,176,0.0
21,12.37,100.4,53,13,8,153,0.0
26,11.8,100.8,182,7,12,249,0.0
24,10.27,94.5,103,9,22,85,0.0
18,10.01,97.8,50,13,3,21,0.0
23,9.68,101.0,203,11,16,233,0.0
24,8.47,103.9,243,9,25,120,0.0
17,8.08,96.2,22,17,3,202,0.0
23,7.99,100.7,144,11,26,241,0.16666666666666666
22,6.38,93.1,106,12,24,136,0.0
23,5.4,103.2,202,10,28,247,0.0
22,4.64,97.0,125,14,6,250,0.16666666666666666
22,4.41,105.7,314,6,15,240,0.0
25,3.89,104.8,177,9,10,37,0.0
24,3.86,109.3,274,9,17,172,0.0
25,3.53,106.2,265,9,27,151,0.0
21,1.67,106.3,295,12,23,216,0.0
24,-0.3,104.9,204,11,18,198,0.0
19,-1.32,100.6,241,15,31,143,0.0
21,-2.31,103.6,304,12,13,251,0.0
16,-14.41,106.8,321,21,30,252,0.0
17,-15.21,107.1,331,16,29,232,0.0
31,31.37,89.6,1,7,5,8,0.5
35,30.81,92.0,33,5,3,24,1.0
35,29.33,91.7,37,4,2,106,0.8333333333333334
30,28.48,93.5,18,7,0,130,0.6666666666666666
33,27.81,87.5,58,5,1,25,0.5
30,27.15,88.3,3,6,32,68,0.6666666666666666
27,26.97,92.3,87,7,1,31,0.3333333333333333
30,25.45,90.1,55,6,2,16,0.16666666666666666
33,24.81,90.6,130,4,21,71,0.5
22,23.3,89.9,4,11,5,6,0.0
29,22.9,95.2,19,8,0,83,0.3333333333333333
25,22.42,90.0,38,9,5,74,0.16666666666666666
22,21.73,95.3,2,12,3,21,0.16666666666666666
21,21.58,93.8,43,11,2,76,0.16666666666666666
29,21.45,96.5,94,7,20,165,0.3333333333333333
29,21.03,88.8,11,7,11,253,0.3333333333333333
23,20.97,91.8,27,12,2,15,0.16666666666666666
29,20.76,97.6,59,8,32,44,0.5
24,20.35,93.1,61,10,0,146,0.16666666666666666
22,20.11,93.3,7,11,0,99,0.0
24,20.02,98.1,107,8,0,108,0.0
20,19.61,97.3,21,12,5,127,0.0
20,19.43,100.1,8,11,32,5,0.0
25,19.24,100.3,53,10,1,23,0.16666666666666666
26,18.87,92.8,64,8,32,35,0.16666666666666666
22,18.53,95.3,49,11,11,10,0.0
22,18.31,92.4,15,12,2,2,0.16666666666666666
24,18.29,97.6,9,11,3,4,0.3333333333333333
25,18.13,99.2,96,9,8,69,0.16666666666666666
23,17.5,89.8,44,12,2,9,0.0
22,17.38,95.0,13,12,5,100,0.16666666666666666
24,17.18,94.6,46,10,0,12,0.0
25,16.86,94.2,51,12,32,80,0.3333333333333333
30,16.83,95.8,32,7,7,221,0.3333333333333333
21,16.62,93.9,10,14,3,73,0.0
22,16.23,99.4,22,12,3,176,0.3333333333333333
21,16.18,101.1,5,12,5,245,0.16666666666666666
25,16.11,100.6,86,9,7,17,0.0
29,16.09,101.2,161,5,10,33,0.16666666666666666
21,15.43,98.7,28,11,5,47,0.16666666666666666
23,15.31,100.0,89,11,6,11,0.0
29,14.81,98.0,197,5,24,136,0.16666666666666666
28,14.55,102.0,162,7,16,84,0.16666666666666666
29,13.32,98.5,193,5,14,109,0.0
24,12.7,95.9,119,9,16,158,0.0
18,12.37,97.3,29,13,32,211,0.0
21,10.98,101.3,48,13,1,28,0.0
18,8.38,97.4,103,15,19,254,0.0
23,8.36,98.7,139,11,33,85,0.0
26,7.76,106.4,278,7,13,95,0.0
22,7.69,102.1,213,9,15,171,0.0
25,7.4,95.6,254,9,23,201,0.0
23,7.28,97.7,146,9,8,212,0.0
25,7.27,101.1,159,9,10,115,0.0
23,6.66,97.8,118,10,20,121,0.0
24,5.44,106.8,236,8,25,61,0.0
23,4.38,102.2,304,10,27,151,0.0
23,2.25,105.2,217,10,17,205,0.0
23,-0.98,104.0,224,11,12,132,0.0
22,-2.24,106.3,294,12,31,255,0.0
21,-2.58,105.3,245,12,18,217,0.0
20,-2.71,104.8,143,12,28,197,0.0
23,-2.76,110.0,260,12,26,256,0.0
21,-9.48,109.7,331,14,29,257,0.0
21,-9.57,110.2,322,14,30,258,0.0
33,28.28,89.7,24,6,3,24,1.0
32,27.54,91.8,16,4,5,6,0.3333333333333333
30,25.79,91.7,55,7,1,23,0.5
30,25.44,92.3,29,4,0,0,0.5
28,24.59,91.7,5,5,0,99,0.5
33,23.54,89.6,128,4,21,71,0.5
32,23.4,89.3,31,7,32,68,0.8333333333333334
25,23.22,87.2,63,8,1,25,0.0
26,23.2,91.3,49,7,2,9,0.16666666666666666
23,22.16,93.7,26,8,5,8,0.16666666666666666
27,22.0,87.8,10,9,3,101,0.6666666666666666
25,21.72,90.6,21,8,0,83,0.16666666666666666
23,21.29,95.2,14,10,0,130,0.3333333333333333
26,20.68,92.3,37,6,2,106,0.16666666666666666
26,20.09,94.7,71,7,32,150,0.3333333333333333
22,19.49,96.6,7,11,0,70,0.3333333333333333
22,19.44,97.2,20,8,3,4,0.16666666666666666
28,18.65,99.2,34,8,5,245,0.3333333333333333
22,18.47,93.8,62,10,3,73,0.0
25,18.22,85.6,23,9,2,79,0.0
27,18.16,91.5,77,8,16,233,0.6666666666666666
20,17.23,95.0,18,13,32,5,0.16666666666666666
22,17.13,97.3,12,13,3,21,0.16666666666666666
22,16.5,91.0,74,11,11,160,0.3333333333333333
26,16.06,95.7,96,9,11,131,0.3333333333333333
22,16.02,100.3,48,12,2,15,0.0
22,15.92,96.6,36,10,5,38,0.16666666666666666
22,15.9,90.8,94,9,1,31,0.16666666666666666
23,15.84,93.1,103,10,11,192,0.0
29,15.64,103.5,104,4,6,11,0.3333333333333333
19,15.53,94.4,1,12,2,76,0.16666666666666666
20,15.36,97.4,3,11,0,12,0.0
27,15.22,94.8,143,6,10,33,0.0
19,14.94,96.6,46,12,2,16,0.0
24,14.87,98.3,176,7,7,259,0.0
25,14.77,92.4,145,8,16,179,0.0
27,14.67,95.6,237,3,8,212,0.16666666666666666
20,13.99,99.0,69,9,1,105,0.0
20,13.68,96.8,41,11,32,186,0.0
22,13.6,89.3,144,11,11,253,0.0
23,13.15,96.8,28,12,0,128,0.0
24,12.78,100.0,136,9,7,20,0.0
21,12.73,98.2,148,11,8,69,0.0
24,12.65,96.5,215,7,21,53,0.0
27,12.56,93.1,265,5,23,167,0.16666666666666666
18,12.48,100.3,25,13,3,13,0.16666666666666666
22,11.86,96.5,90,9,20,219,0.16666666666666666
23,11.33,98.4,61,8,26,86,0.0
24,10.87,99.0,180,8,25,223,0.0
23,10.86,102.6,177,9,10,40,0.0
25,10.54,97.8,165,9,19,87,0.0
23,10.27,94.2,203,8,24,136,0.0
24,9.28,99.9,243,7,12,249,0.0
18,9.06,97.4,58,12,0,110,0.0
24,8.95,102.7,146,7,28,159,0.16666666666666666
24,8.56,96.0,196,7,18,107,0.0
26,7.51,99.1,201,8,13,224,0.16666666666666666
20,7.3,94.5,272,9,15,171,0.0
21,5.7,101.4,174,12,33,85,0.0
20,4.86,105.0,227,11,14,109,0.0
21,2.63,103.6,277,11,17,205,0.0
19,-0.68,96.4,235,15,31,260,0.0
20,-0.73,107.8,275,11,27,151,0.0
19,-3.4,99.6,323,13,29,199,0.0
16,-10.4,102.3,334,16,30,200,0.0
33,32.77,89.7,7,4,5,8,1.0
37,32.68,89.6,32,2,2,9,0.8333333333333334
27,27.41,88.3,2,6,5,6,0.3333333333333333
33,25.78,93.0,68,5,21,146,0.6666666666666666
26,25.67,94.0,41,7,2,15,0.6666666666666666
26,25.02,96.2,19,7,1,126,0.3333333333333333
24,25.02,89.7,21,8,0,99,0.3333333333333333
27,24.86,99.5,13,6,5,177,0.16666666666666666
28,24.1,88.9,20,6,3,21,0.5
24,23.93,92.5,53,8,3,24,0.16666666666666666
23,23.08,92.5,18,7,1,25,0.0
25,22.55,91.8,27,8,1,105,0.16666666666666666
30,22.22,94.5,22,7,32,5,0.5
29,22.18,98.4,26,6,32,150,0.3333333333333333
23,21.94,90.2,12,8,0,0,0.16666666666666666
27,20.98,94.7,47,7,0,128,0.0
25,20.81,91.2,10,9,2,16,0.5
24,20.51,98.3,57,8,3,13,0.0
25,20.43,92.0,71,8,21,147,0.16666666666666666
29,20.33,92.7,78,6,7,187,0.3333333333333333
24,19.62,96.4,213,8,25,40,0.0
20,19.23,90.0,4,12,5,127,0.16666666666666666
21,18.93,96.1,14,14,5,38,0.3333333333333333
20,18.41,96.3,61,9,0,83,0.0
25,18.3,96.0,81,5,0,245,0.16666666666666666
26,17.88,101.4,135,5,6,11,0.16666666666666666
21,17.17,94.7,31,12,2,79,0.0
20,17.01,97.1,38,11,1,23,0.0
27,16.75,92.4,51,8,11,253,0.16666666666666666
26,15.54,97.3,154,7,7,26,0.0
22,15.47,94.8,5,11,1,28,0.3333333333333333
23,15.25,94.0,42,11,3,30,0.16666666666666666
24,15.0,99.1,9,11,0,70,0.5
26,14.69,95.4,119,6,20,219,0.3333333333333333
22,14.41,95.5,147,8,8,212,0.0
23,14.33,100.0,112,11,11,10,0.0
27,14.08,100.5,160,4,25,223,0.16666666666666666
21,14.06,89.9,75,11,2,149,0.0
20,13.8,100.1,37,10,3,101,0.0
25,13.53,97.8,231,7,17,52,0.16666666666666666
21,13.36,98.9,82,11,11,192,0.0
19,13.02,90.1,28,12,1,7,0.16666666666666666
22,12.51,96.7,90,11,21,53,0.16666666666666666
21,12.15,99.5,114,8,21,261,0.0
25,12.11,91.8,124,7,10,33,0.16666666666666666
27,11.62,101.1,190,8,10,239,0.0
18,10.74,97.1,49,11,32,68,0.0
18,10.63,95.9,25,13,32,211,0.0
28,10.04,94.6,225,6,16,158,0.0
20,9.91,97.2,115,11,12,215,0.0
20,9.6,92.5,199,9,15,171,0.0
25,9.41,97.4,98,9,6,19,0.0
21,8.29,101.5,109,11,19,133,0.0
23,6.69,95.6,210,10,23,167,0.16666666666666666
20,5.43,109.8,214,10,26,256,0.0
27,4.97,96.5,262,6,24,136,0.0
24,3.2,93.9,241,9,13,262,0.0
22,1.98,100.8,182,9,18,217,0.0
20,0.03,98.8,223,11,14,113,0.0
13,-1.2,109.3,99,19,33,56,0.0
20,-2.52,105.2,267,13,31,97,0.0
24,-2.56,107.6,280,9,27,148,0.0
18,-2.73,102.6,237,13,28,159,0.0
19,-4.95,107.2,311,14,30,263,0.0
15,-12.49,102.9,327,14,29,264,0.0
31,32.33,88.5,7,6,5,6,0.6666666666666666
33,28.3,89.5,27,6,0,0,1.0
30,27.66,91.2,38,2,8,188,0.5
31,27.37,91.1,29,4,1,126,0.6666666666666666
31,25.91,88.2,63,5,0,83,0.3333333333333333
25,25.74,90.3,20,7,2,16,0.16666666666666666
28,25.34,95.5,94,3,6,11,0.16666666666666666
28,24.69,88.8,2,10,5,127,0.8333333333333334
21,23.98,95.1,6,10,5,38,0.16666666666666666
27,23.35,90.1,16,5,3,21,0.16666666666666666
19,23.23,94.1,4,11,5,8,0.16666666666666666
30,22.52,89.3,78,2,32,211,0.16666666666666666
26,22.11,95.7,28,7,2,9,0.3333333333333333
26,21.74,92.9,69,4,3,30,0.16666666666666666
21,21.69,99.9,5,10,5,177,0.3333333333333333
25,21.56,94.5,90,7,21,147,0.16666666666666666
25,21.54,94.1,11,8,1,23,0.3333333333333333
24,20.89,91.4,10,9,1,25,0.5
20,20.44,86.6,43,10,21,146,0.0
25,20.27,92.0,32,9,10,33,0.3333333333333333
26,20.16,93.6,33,11,8,69,0.5
20,19.81,91.1,1,12,5,74,0.16666666666666666
23,18.64,95.0,23,10,3,176,0.3333333333333333
20,18.32,93.9,25,9,0,78,0.0
20,18.26,98.6,24,11,3,24,0.0
21,17.35,95.0,36,10,0,110,0.16666666666666666
23,17.11,94.3,15,11,1,28,0.16666666666666666
20,16.5,98.2,12,13,3,13,0.5
23,16.34,96.7,34,8,0,128,0.3333333333333333
26,16.29,98.0,157,5,19,218,0.0
20,16.18,102.3,55,10,32,5,0.0
22,16.17,95.6,86,8,21,71,0.16666666666666666
18,15.66,101.5,39,12,2,15,0.0
21,15.64,97.4,19,9,7,17,0.0
22,15.42,96.0,170,7,7,259,0.0
24,15.42,95.1,73,10,0,245,0.16666666666666666
20,15.07,90.9,37,13,8,116,0.0
23,15.02,94.7,82,11,3,43,0.0
24,14.69,97.8,133,8,10,239,0.0
25,14.33,94.8,107,5,11,253,0.0
21,14.25,98.5,109,9,21,261,0.0
24,14.13,96.0,50,9,7,187,0.0
22,13.63,94.5,83,10,21,53,0.3333333333333333
25,13.38,95.7,177,6,26,208,0.16666666666666666
22,11.36,101.6,64,10,21,265,0.16666666666666666
19,10.78,102.3,58,12,32,150,0.0
28,10.62,99.9,180,6,18,107,0.0
24,10.39,97.1,153,8,20,266,0.0
20,10.23,99.0,150,9,12,215,0.0
24,9.75,98.4,91,9,8,29,0.0
23,9.09,96.5,208,8,16,84,0.0
25,8.93,99.7,164,8,25,223,0.16666666666666666
21,8.78,98.6,147,10,11,192,0.0
27,8.6,95.8,210,6,14,180,0.0
25,5.91,97.4,234,6,27,148,0.0
20,4.86,101.4,254,8,15,89,0.0
17,3.09,102.3,176,13,28,137,0.0
18,0.53,99.6,118,13,33,203,0.0
22,-1.37,102.4,295,9,17,52,0.0
18,-2.5,100.8,248,15,24,135,0.0
21,-3.99,102.1,246,12,31,260,0.0
20,-7.01,104.7,316,11,23,228,0.0
19,-7.69,105.7,267,14,13,237,0.0
15,-9.35,108.3,305,17,30,258,0.0
16,-10.72,104.5,320,15,29,238,0.0
32,29.18,87.4,3,4,3,21,0.5
30,28.62,86.4,2,8,1,25,0.8333333333333334
28,28.61,86.2,66,5,0,83,0.3333333333333333
28,26.8,88.8,14,4,32,5,0.5
25,24.47,88.7,60,7,2,9,0.16666666666666666
26,23.75,91.3,17,7,5,6,0.3333333333333333
26,23.49,95.8,16,7,1,23,0.6666666666666666
30,23.28,91.1,34,5,0,128,1.0
27,23.01,89.1,30,7,1,105,0.5
25,22.75,93.0,67,7,21,146,0.16666666666666666
25,22.14,94.4,56,8,3,24,0.16666666666666666
24,22.07,92.4,52,8,2,16,0.3333333333333333
21,22.0,88.9,36,10,5,74,0.3333333333333333
21,21.53,85.8,23,10,3,30,0.0
27,21.3,99.2,50,6,21,12,0.6666666666666666
23,20.75,88.3,74,7,8,188,0.0
24,20.31,96.2,9,10,0,108,0.3333333333333333
22,20.26,89.9,12,13,2,15,0.5
26,19.88,94.0,75,6,8,69,0.16666666666666666
25,19.87,94.6,58,6,5,177,0.16666666666666666
23,19.54,92.0,10,10,0,0,0.3333333333333333
21,18.15,92.8,80,11,3,101,0.0
23,17.68,91.7,11,9,7,17,0.0
22,17.67,88.2,44,10,1,126,0.16666666666666666
29,17.54,94.9,159,5,11,10,0.0
19,17.42,89.6,6,11,2,2,0.16666666666666666
22,17.32,94.2,18,11,1,82,0.16666666666666666
23,16.72,94.1,133,7,21,71,0.0
20,16.49,97.4,41,12,32,81,0.16666666666666666
27,16.09,99.3,95,6,20,165,0.3333333333333333
24,15.58,97.7,115,9,6,11,0.16666666666666666
20,15.27,93.8,24,12,1,22,0.0
17,14.69,90.3,33,12,21,147,0.0
24,14.62,94.9,252,7,16,179,0.0
17,14.6,95.7,32,12,3,13,0.0
24,14.57,95.2,46,9,32,211,0.16666666666666666
24,14.53,101.9,99,6,8,29,0.0
21,14.48,98.9,13,13,2,76,0.16666666666666666
23,14.25,97.1,73,10,32,44,0.0
25,14.04,92.6,29,8,7,187,0.16666666666666666
22,13.63,94.1,55,12,3,3,0.3333333333333333
22,13.59,96.3,31,9,32,186,0.16666666666666666
22,13.35,96.9,221,6,15,171,0.0
18,13.18,98.1,22,13,5,38,0.0
23,13.04,94.9,155,10,10,191,0.16666666666666666
23,12.97,96.0,79,8,20,219,0.0
24,11.76,98.6,129,7,11,253,0.0
24,11.75,96.3,143,9,12,57,0.0
25,10.4,95.1,258,5,23,201,0.0
23,10.04,95.4,182,7,26,208,0.0
25,10.01,99.4,102,7,19,267,0.16666666666666666
25,8.88,102.5,219,5,28,197,0.0
17,8.32,96.4,81,12,6,250,0.0
22,7.41,99.7,198,9,25,40,0.0
25,6.15,100.8,251,6,27,268,0.0
17,5.96,104.6,86,14,7,32,0.0
20,2.65,98.0,109,8,18,198,0.0
17,1.75,99.6,169,11,14,180,0.0
19,1.57,99.5,249,11,17,52,0.0
21,0.82,100.6,296,7,13,242,0.0
19,0.46,102.5,157,14,33,269,0.0
21,-1.16,105.9,261,11,31,67,0.0
20,-8.59,105.0,317,11,30,270,0.0
18,-10.45,108.7,322,13,29,98,0.0
14,-12.35,113.5,272,17,24,93,0.0
31,34.19,86.8,13,4,5,6,0.3333333333333333
31,30.19,87.9,66,4,21,147,0.16666666666666666
32,29.25,89.9,11,4,5,74,1.0
33,28.99,89.7,4,4,1,25,0.6666666666666666
31,26.04,88.9,15,5,1,105,0.6666666666666666
25,24.8,89.2,2,12,2,76,0.8333333333333334
22,24.72,90.4,29,9,3,24,0.0
26,23.21,92.5,9,9,2,9,0.3333333333333333
26,22.97,96.3,31,9,32,44,0.5
22,22.21,91.2,6,10,3,21,0.3333333333333333
26,21.47,91.9,92,7,21,12,0.0
22,20.67,92.1,10,10,32,80,0.0
24,20.54,98.8,1,10,32,5,0.3333333333333333
29,20.39,96.4,77,6,19,87,0.5
20,20.32,96.3,5,10,32,211,0.16666666666666666
29,19.94,92.2,150,6,0,83,0.3333333333333333
24,19.76,96.6,58,8,2,106,0.16666666666666666
27,19.36,92.8,44,7,0,0,0.5
21,19.27,96.8,98,11,0,108,0.16666666666666666
23,19.15,94.0,20,11,5,38,0.16666666666666666
27,18.73,95.3,46,8,3,13,0.16666666666666666
26,18.6,92.6,55,6,8,69,0.16666666666666666
28,18.51,97.1,147,4,6,11,0.0
22,18.44,98.3,30,9,3,202,0.16666666666666666
27,18.25,93.1,56,8,3,30,0.16666666666666666
22,17.69,98.3,14,12,1,23,0.3333333333333333
24,17.49,98.7,34,12,1,82,0.5
21,17.35,101.3,12,13,5,177,0.16666666666666666
23,17.24,97.4,50,9,1,28,0.0
19,16.86,96.2,21,12,2,15,0.0
19,16.68,96.7,80,11,3,152,0.0
21,16.34,97.3,7,12,32,68,0.3333333333333333
23,16.03,93.7,36,9,32,186,0.16666666666666666
23,15.8,92.1,38,9,1,126,0.0
24,15.77,94.7,109,8,0,75,0.0
18,15.73,98.5,43,12,21,261,0.0
26,15.59,100.4,151,7,10,191,0.16666666666666666
26,14.51,96.0,177,4,12,57,0.0
19,14.08,97.3,74,9,7,187,0.0
24,13.63,97.8,183,8,33,203,0.0
28,13.45,95.7,105,8,11,253,0.3333333333333333
18,13.22,97.5,16,13,2,16,0.16666666666666666
26,13.15,97.2,188,6,10,190,0.0
25,12.23,98.0,212,7,15,171,0.0
23,11.82,99.5,113,9,11,10,0.16666666666666666
21,11.72,99.3,87,9,6,271,0.0
23,11.32,96.1,169,10,16,179,0.16666666666666666
22,11.01,96.7,94,9,7,112,0.16666666666666666
20,9.97,99.4,102,12,0,245,0.0
21,9.29,97.6,53,12,7,20,0.0
20,9.06,93.6,61,12,0,155,0.0
19,8.87,99.3,175,11,25,91,0.0
20,5.39,97.8,258,9,13,46,0.0
25,3.99,105.9,285,7,30,200,0.0
18,3.85,105.0,136,14,20,266,0.0
18,3.7,97.8,131,10,14,109,0.0
17,1.35,105.5,170,13,18,107,0.0
27,0.93,99.7,307,5,31,255,0.0
18,-0.24,98.4,261,15,23,201,0.0
17,-1.21,102.0,246,19,26,241,0.0
18,-2.5,102.1,213,12,27,39,0.0
22,-2.74,104.0,305,10,17,236,0.0
14,-4.51,106.9,168,15,28,159,0.0
17,-5.31,102.6,313,12,24,136,0.0
20,-8.71,108.8,325,10,29,272,0.0
